noun,electric guitar,전자 기타
noun,clarinet,클라리넷
noun,stationery,문구류
noun,pencil,연필
noun,pen,펜
noun,notebook,공책
noun,binder,바인더
noun,file,파일
noun,folder,폴더
noun,mechanical pencil,샤프 펜슬
noun,eraser,지우개
noun,pencil sharpener,연필 깎기
noun,colored pencil,색연필
noun,marker,마커
noun,whiteboard marker,화이트 보드 마커
noun,chalk,분필
noun,clipboard,클립 보드
noun,highlighter,형광펜
noun,notebook paper,노트북 종이
noun,pencil case,필통
adverb,adorable,사랑스러운
adverb,adventurous,모험적인
adverb,aggressive,공격적인
adverb,agreeable,동의 할 수 있는 
adverb,alert,경계하는 
adverb,alive,살아 있는
adverb,amused,즐거운
adverb,angry,성난
adverb,annoyed,짜증난
adverb,annoying,짜증나게 하는
adverb,anxious,불안한
adverb,arrogant,거만한
adverb,ashamed,부끄러운
adverb,attractive,매력적인
adverb,average,평균의
adverb,awful,끔찍한
adverb,bad,나쁜
adverb,beautiful,아름다운
adverb,better,보다 나은
adverb,bewildered,어리둥절한
adverb,black,검정
adverb,bloody,피의
adverb,blue,푸른
adverb,blue-eyed,파란 눈
adverb,blushing,얼굴빨깨진
adverb,bored,지루한
adverb,brainy,똑똑한
adverb,brave,용감한
adverb,breakable,깨지기 쉬운
adverb,bright,밝은
adverb,busy,바쁜
adverb,calm,"고요한, 침착한"
adverb,careful,신중한
adverb,cautious,조심성 있는
adverb,charming,매력적인
adverb,cheerful,쾌활한
adverb,clean,깨끗한
adverb,clear,선명한 
adverb,enchanting,매혹적인
adverb,encouraging,격려하는
adverb,energetic,활기찬
adverb,enthusiastic,열정적인
adverb,envious,부러워하는
adverb,evil,악의
adverb,excited,흥분한
adverb,expensive,비싼
adverb,exuberant,활기 넘치는
adverb,fair,공정한
adverb,faithful,충실한
adverb,famous,유명한
adverb,fancy,공상의
adverb,fantastic,환상적인
adverb,fierce,맹렬한
adverb,filthy,불결한
adverb,fine,좋은
adverb,foolish,어리석은
adverb,fragile,깨지기 쉬운
adverb,frail,약한
adverb,frantic,광란의
adverb,friendly,다정한
adverb,frightened,겁먹은
adverb,funny,웃기는
adverb,gentle,부드러운
adverb,gifted,영재의
adverb,glamorous,화려한
adverb,gleaming,반짝이는
adverb,glorious,영광스러운
adverb,good,좋은
adverb,gorgeous,멋진
adverb,graceful,우아한
adverb,grieving,비통한
adverb,grotesque,괴기한
adverb,grumpy,심술
adverb,handsome,잘생긴
adverb,happy,행복한
adverb,healthy,건강한
adverb,nasty,추잡한
adverb,naughty,개구쟁이같은
adverb,nervous,긴장한
adverb,nice,좋은
adverb,nutty,멋진
adverb,obedient,순종하는
adverb,obnoxious,진상스러운
adverb,odd,이상한
adverb,old-fashioned,구식의
adverb,open,열린
adverb,outrageous,터무니없는
adverb,outstanding,뛰어난
adverb,panicky,아주 당황한
adverb,perfect,완전한
adverb,plain,평범한
adverb,pleasant,유쾌한
adverb,poised,균형이 잡힌
adverb,poor,가난한
adverb,powerful,강한
adverb,precious,귀한
adverb,prickly,가시 투성이의
adverb,proud,자랑스러운
adverb,putrid,부패한
adverb,puzzled,어리둥절해하는
adverb,quaint,이상하고 매력있는
adverb,real,진짜의
adverb,relieved,안도하는
adverb,repulsive,역겨운
adverb,rich,"부자의, 풍부한"
adverb,scary,무서운
adverb,selfish,이기적인
adverb,shiny,빛나는
adverb,shy,수줍은
adverb,silly,바보같은
adverb,sleepy,졸리는
adverb,wild,야생의
adverb,witty,재치 있는
adverb,worrisome,걱정스러운
adverb,worried,걱정되는
adverb,wrong,잘못된
adverb,zany,익살스러운
adverb,zealous,열정적인
adverb,clever,영리한
adverb,cloudy,흐린
adverb,clumsy,서투른
adverb,colorful,화려한
adverb,combative,전투적인
adverb,comfortable,편안한
adverb,concerned,우려되는
adverb,condemned,저주 받은
adverb,confused,헷갈리는
adverb,cooperative,협력적인
adverb,courageous,용기 있는
adverb,crazy,미친
adverb,creepy,소름 끼치는
adverb,crowded,붐비는
adverb,cruel,잔인한
adverb,curious,궁금한
adverb,cute,귀여운
adverb,dangerous,위험한
adverb,dark,어두운
adverb,dead,죽은
adverb,defeated,패배한
adverb,defiant,도전적인
adverb,delightful,매우 기쁜
adverb,depressed,우울한
adverb,determined,"단호한, 작심한"
adverb,different,다른
adverb,difficult,어려운
adverb,disgusted,역겨운
adverb,distinct,눈에 띄는
adverb,disturbed,방해를 받는
adverb,dizzy,어지러운
adverb,doubtful,의심스러운
adverb,drab,단조로운
adverb,dull,둔한
adverb,eager,열심인
adverb,easy,쉬운
adverb,elated,의기 양양한
adverb,elegant,우아한
adverb,embarrassed,당황한 
adverb,helpful,도움이 되는
adverb,helpless,어찌할 수 없는
adverb,hilarious,아주 웃기는
adverb,homeless,노숙자
adverb,horrible,끔찍한
adverb,hungry,배고픈
adverb,hurt,상처받은
adverb,ill,나쁜
adverb,important,중요한
adverb,impossible,불가능한
adverb,inexpensive,저렴한
adverb,innocent,순진한
adverb,inquisitive,알고 싶어하는
adverb,itchy,가려운
adverb,jealous,질투하는
adverb,jittery,불안한
adverb,jolly,즐거운
adverb,joyous,즐거운
adverb,kind,친절한
adverb,lazy,게으른
adverb,light,빛나는
adverb,lively,활기찬
adverb,lonely,외로운
adverb,long,긴
adverb,lovely,사랑스러운
adverb,lucky,운 좋은
adverb,magnificent,웅장한
adverb,misty,흐릿한
adverb,modern,현대의
adverb,motionless,움직이지 않는
adverb,muddy,진흙탕의
adverb,mysterious,불가사의한
adverb,smiling,웃고
adverb,smoggy,"안개의, 연기의"
adverb,sore,아픈
adverb,sparkling,"거품이나는, 반짝이는"
adverb,splendid,화려한
adverb,spotless,티 없는
adverb,stormy,폭풍우 같은
adverb,strange,이상한
adverb,stupid,바보같은
adverb,successful,성공한
adverb,super,아주 좋은
adverb,talented,재능있는
adverb,tame,길들여진
adverb,tender,부드러운
adverb,tense,긴장한
adverb,terrible,무서운
adverb,tasty,맛좋은
adverb,thankful,고마운
adverb,thoughtful,사려깊은
adverb,thoughtless,몰지각한
adverb,tired,피곤한
adverb,tough,강인한
adverb,troubled,문제있는
adverb,ugliest,추악한
adverb,ugly,추한
adverb,uninterested,무관심한
adverb,unsightly,보기 흉한
adverb,unusual,특이한
adverb,upset,당황한
adverb,uptight,초조해하는
adverb,vast,광대한
adverb,victorious,승리의
adverb,vivacious,활기있는
adverb,wandering,방황하는
adverb,weary,피곤한
adverb,wicked,사악한
adverb,wide-eyed,눈이 휘둥그래지는
